,Num,Chr,Start,Stop,Crossover_sites,Size
2055,3482444,2,7497783,7498635,7498209,852
2056,3482444,2,12404672,12404699,12404685,27
2057,3482444,3,21766965,21767052,21767008,87
2058,3482444,4,8873107,8873168,8873137,61
2059,3482444,5,669,721,695,52
2060,3482444,5,15719769,15722787,15721278,3018
2061,3482445,1,8594415,8594582,8594498,167
2062,3482445,1,11954853,11954862,11954857,9
2063,3482445,2,7516095,7516745,7516420,650
2064,3482445,2,9942039,9942427,9942233,388
2065,3482445,3,8926003,8926127,8926065,124
2066,3482445,4,221800,222388,222094,588
2067,3482445,4,5426726,5427017,5426871,291
2068,3482445,4,16582412,16583489,16582950,1077
2069,3482445,5,8811109,8811587,8811348,478
2070,3482445,5,25833251,25833817,25833534,566
2071,3482446,1,1948337,1948504,1948420,167
2072,3482446,1,19230521,19230560,19230540,39
2073,3482446,2,2294951,2294994,2294972,43
2074,3482446,2,8367977,8368815,8368396,838
2075,3482446,2,9666296,9667013,9666654,717
2076,3482446,3,202434,203515,202974,1081
2077,3482446,3,10403357,10403790,10403573,433
2078,3482446,4,17468311,17469906,17469108,1595
2079,3482446,5,9521576,9521779,9521677,203
2080,3482446,5,25318301,25318536,25318418,235
2081,3482447,1,16442541,16443663,16443102,1122
2082,3482447,1,28147377,28148400,28147888,1023
2083,3482447,2,12873047,12873997,12873522,950
2084,3482447,3,8482513,8483190,8482851,677
2085,3482447,3,8934365,8935068,8934716,703
2086,3482447,4,927577,927805,927691,228
2087,3482447,4,7521994,7522716,7522355,722
2088,3482447,5,5767423,5767778,5767600,355
2089,3482447,5,21452350,21452440,21452395,90
2090,3482448,1,12162667,12162686,12162676,19
2091,3482448,1,25301746,25302310,25302028,564
2092,3482448,2,1276605,1276746,1276675,141
2093,3482448,2,16780007,16780243,16780125,236
2094,3482448,3,7091203,7092629,7091916,1426
2095,3482448,3,10874055,10874111,10874083,56
2096,3482448,3,17900686,17900903,17900794,217
2097,3482448,4,5640821,5641241,5641031,420
2098,3482448,4,16916825,16917150,16916987,325
2099,3482448,5,6421630,6424418,6423024,2788
2100,3482448,5,14529534,14530678,14530106,1144
2101,3482448,5,24109829,24109846,24109837,17
2102,3482449,1,8353695,8354810,8354252,1115
2103,3482449,1,21173520,21173565,21173542,45
2104,3482449,3,7472362,7472825,7472593,463
2105,3482449,4,6663809,6664037,6663923,228
2106,3482449,4,17142253,17144833,17143543,2580
2107,3482449,5,1997282,1997808,1997545,526
2108,3482449,5,16273942,16274302,16274122,360
2109,3482450,1,11085339,11085393,11085366,54
2110,3482450,2,702700,702974,702837,274
2111,3482450,2,1151052,1151135,1151093,83
2112,3482450,3,1837019,1837084,1837051,65
2113,3482450,3,16895880,16896254,16896067,374
2114,3482450,4,132798,133129,132963,331
2115,3482450,4,13649998,13651179,13650588,1181
2116,3482450,4,16555075,16555308,16555191,233
2117,3482450,5,2346239,2346452,2346345,213
2118,3482450,5,4947593,4948308,4947950,715
2119,3482450,5,16003462,16003502,16003482,40
2120,3482451,1,10904177,10904441,10904309,264
2121,3482451,2,11915125,11915343,11915234,218
2122,3482451,3,1846879,1847826,1847352,947
2123,3482451,3,20041647,20041761,20041704,114
2124,3482451,5,1584150,1585702,1584926,1552
2125,3482452,1,7390046,7391671,7390858,1625
2126,3482452,1,12934199,12934392,12934295,193
2127,3482452,1,20190880,20190919,20190899,39
2128,3482452,2,2179984,2181177,2180580,1193
2129,3482452,2,17995439,17997522,17996480,2083
2130,3482452,3,9038878,9039750,9039314,872
2131,3482452,3,16048786,16049454,16049120,668
2132,3482452,4,9447810,9448188,9447999,378
2133,3482452,5,5473399,5474587,5473993,1188
2134,3482452,5,14535433,14535608,14535520,175
2135,3482453,1,4371291,4371658,4371474,367
2136,3482453,1,12316093,12316537,12316315,444
2137,3482453,2,835752,836067,835909,315
2138,3482453,2,5005611,5005953,5005782,342
2139,3482453,3,197102,198224,197663,1122
2140,3482453,3,15774178,15774236,15774207,58
2141,3482453,3,19910636,19911122,19910879,486
2142,3482453,4,5165967,5166637,5166302,670
2143,3482453,4,6863005,6863134,6863069,129
2144,3482453,5,4592348,4593603,4592975,1255
2145,3482453,5,21321022,21321023,21321022,1
2146,3482454,1,3190117,3190506,3190311,389
2147,3482454,1,9387529,9387595,9387562,66
2148,3482454,1,16641851,16642694,16642272,843
2149,3482454,1,24252953,24253071,24253012,118
2150,3482454,2,10218812,10219901,10219356,1089
2151,3482454,2,11889349,11889970,11889659,621
2152,3482454,2,19575584,19576203,19575893,619
2153,3482454,4,8045018,8045610,8045314,592
2154,3482458,1,29235059,29235458,29235258,399
2155,3482458,2,9458466,9459152,9458809,686
2156,3482458,2,15367737,15367996,15367866,259
2157,3482458,3,10735226,10735371,10735298,145
2158,3482458,3,20859441,20860136,20859788,695
2159,3482458,4,1409661,1412066,1410863,2405
2160,3482459,1,3739063,3739636,3739349,573
2161,3482459,1,19052229,19052805,19052517,576
2162,3482459,2,1124214,1124985,1124599,771
2163,3482459,2,9520875,9522856,9521865,1981
2164,3482459,2,9694295,9696066,9695180,1771
2165,3482459,3,10336757,10336923,10336840,166
2166,3482459,4,15546052,15546662,15546357,610
2167,3482459,5,9302929,9303059,9302994,130
2168,3482460,1,11955171,11955491,11955331,320
2169,3482460,1,26045232,26045246,26045239,14
2170,3482460,2,6034756,6035051,6034903,295
2171,3482460,3,9337106,9337333,9337219,227
2172,3482460,3,16576258,16576348,16576303,90
2173,3482460,4,8919130,8919477,8919303,347
2174,3482460,4,11273602,11273992,11273797,390
2175,3482460,5,6039814,6040182,6039998,368
2176,3482461,1,9704252,9704608,9704430,356
2177,3482461,1,15989262,15989469,15989365,207
2178,3482461,1,29441752,29442104,29441928,352
2179,3482461,2,2199702,2200096,2199899,394
2180,3482461,3,7923443,7924136,7923789,693
2181,3482461,3,10361509,10361673,10361591,164
2182,3482461,4,9479177,9479208,9479192,31
2183,3482461,5,7640750,7641188,7640969,438
2184,3482461,5,10875931,10876230,10876080,299
2185,3482461,5,17922149,17922472,17922310,323
2186,3482461,5,24976718,24976977,24976847,259
2187,3482462,1,28212407,28212489,28212448,82
2188,3482462,1,28631972,28632788,28632380,816
2189,3482462,2,5010535,5011688,5011111,1153
2190,3482462,2,10835511,10836282,10835896,771
2191,3482462,3,10311897,10312002,10311949,105
2192,3482462,3,15822347,15822773,15822560,426
2193,3482462,4,8472405,8472645,8472525,240
2194,3482462,4,15873400,15873447,15873423,47
2195,3482462,5,13776480,13776817,13776648,337
2196,3482463,1,26725907,26726045,26725976,138
2197,3482463,2,1660026,1661964,1660995,1938
2198,3482463,3,3433036,3434211,3433623,1175
2199,3482463,3,11138292,11138360,11138326,68
2200,3482463,4,6368900,6369305,6369102,405
2201,3482463,5,330456,330713,330584,257
2202,3482463,5,7230521,7230701,7230611,180
2203,3482463,5,22180808,22180843,22180825,35
2204,3482463,5,25875076,25875384,25875230,308
2205,3482464,1,151738,153232,152485,1494
2206,3482464,1,12518413,12518431,12518422,18
2207,3482464,1,12693309,12694483,12693896,1174
2208,3482464,2,266395,267679,267037,1284
2209,3482464,2,16348537,16348838,16348687,301
2210,3482464,3,8958679,8959224,8958951,545
2211,3482464,4,10945552,10945773,10945662,221
2212,3482464,5,4900062,4900514,4900288,452
2213,3482464,5,6562432,6562550,6562491,118
2214,3482464,5,16845017,16845064,16845040,47
2215,3482465,1,20569161,20572550,20570855,3389
2216,3482465,2,2350428,2350683,2350555,255
2217,3482465,2,8932390,8933040,8932715,650
2218,3482465,3,21717385,21717865,21717625,480
2219,3482465,5,2046991,2047117,2047054,126
2220,3482465,5,13937717,13937932,13937824,215
2221,3482465,5,22884685,22886924,22885804,2239
2222,3482466,2,1137771,1140420,1139095,2649
2223,3482466,2,7636108,7636240,7636174,132
2224,3482466,2,16720341,16720622,16720481,281
2225,3482466,3,516779,517154,516966,375
2226,3482466,3,8935172,8935217,8935194,45
2227,3482466,4,18459778,18460539,18460158,761
2228,3482466,5,4982943,4983115,4983029,172
2229,3482466,5,17708959,17709965,17709462,1006
2230,3482466,5,26368670,26368688,26368679,18
2231,3482467,1,17662769,17664378,17663573,1609
2232,3482467,1,27646518,27646782,27646650,264
2233,3482467,1,30278168,30278172,30278170,4
2234,3482467,2,545046,546765,545905,1719
2235,3482467,2,8687834,8688619,8688226,785
2236,3482467,3,9211564,9213039,9212301,1475
2237,3482467,3,19626549,19626874,19626711,325
2238,3482467,4,5429039,5429869,5429454,830
2239,3482467,4,8054811,8055197,8055004,386
2240,3482467,4,17811470,17813689,17812579,2219
2241,3482467,5,3410110,3412795,3411452,2685
2242,3482467,5,23011191,23011278,23011234,87
2243,3482468,1,9944831,9944871,9944851,40
2244,3482468,1,19135078,19136933,19136005,1855
2245,3482468,1,19557024,19557202,19557113,178
2246,3482468,2,14936321,14937028,14936674,707
2247,3482468,2,16769976,16770137,16770056,161
2248,3482468,3,8778814,8779197,8779005,383
2249,3482468,4,212128,212293,212210,165
2250,3482468,5,7370709,7370842,7370775,133
2251,3482468,5,15866340,15866460,15866400,120
2252,3482469,1,10094340,10096837,10095588,2497
2253,3482469,3,2841199,2843850,2842524,2651
2254,3482469,3,23220601,23220853,23220727,252
2255,3482469,4,6053195,6053662,6053428,467
2256,3482469,5,4967168,4967288,4967228,120
2257,3482469,5,14951698,14952041,14951869,343
2258,3482469,5,26131696,26132185,26131940,489
2259,3482470,1,4083110,4083480,4083295,370
2260,3482470,1,5868247,5868352,5868299,105
2261,3482470,1,11026920,11026937,11026928,17
2262,3482470,1,26666406,26666512,26666459,106
2263,3482470,2,2188902,2188987,2188944,85
2264,3482470,2,16644760,16644799,16644779,39
2265,3482470,3,16420735,16420798,16420766,63
2266,3482470,3,17943838,17944454,17944146,616
2267,3482470,5,15500213,15500220,15500216,7
2268,3482470,5,17886209,17886723,17886466,514
2269,3482471,1,770082,770282,770182,200
2270,3482471,1,22887244,22887583,22887413,339
2271,3482471,2,8097440,8097905,8097672,465
2272,3482471,3,1589853,1590299,1590076,446
2273,3482471,4,5993765,5994519,5994142,754
2274,3482471,5,15956496,15957051,15956773,555
2275,3482471,5,26492086,26492948,26492517,862
2276,3482472,1,4272434,4272454,4272444,20
2277,3482472,2,15589488,15590220,15589854,732
2278,3482472,3,11729781,11729924,11729852,143
2279,3482472,4,15433725,15434128,15433926,403
2280,3482472,5,592580,592629,592604,49
2281,3482472,5,9477497,9477609,9477553,112
2282,3482472,5,16003914,16004239,16004076,325
2283,3482472,5,26231915,26232084,26231999,169
2284,3482473,1,3862735,3863829,3863282,1094
2285,3482473,1,9897031,9897382,9897206,351
2286,3482473,1,24430540,24430592,24430566,52
2287,3482473,2,1124214,1124985,1124599,771
2288,3482473,2,6764214,6765443,6764828,1229
2289,3482473,3,3067659,3068132,3067895,473
2290,3482473,3,20602120,20603229,20602674,1109
2291,3482473,4,806860,806979,806919,119
2292,3482473,5,1602779,1603084,1602931,305
2293,3482473,5,4102763,4104308,4103535,1545
2294,3482473,5,4114437,4115552,4114994,1115
2295,3482474,1,468404,469286,468845,882
2296,3482474,2,16020708,16020737,16020722,29
2297,3482474,3,18871606,18871691,18871648,85
2298,3482474,5,16641348,16641936,16641642,588
2299,3482474,5,18703706,18704295,18704000,589
2300,3482475,1,1562057,1562108,1562082,51
2301,3482475,2,237584,237631,237607,47
2302,3482475,2,6641924,6641997,6641960,73
2303,3482475,2,15790898,15791152,15791025,254
2304,3482475,3,5933917,5934548,5934232,631
2305,3482475,3,19009291,19009750,19009520,459
2306,3482475,3,19990482,19991246,19990864,764
2307,3482475,4,6542479,6544764,6543621,2285
2308,3482475,5,460458,461007,460732,549
2309,3482476,2,8660847,8660875,8660861,28
2310,3482476,2,11344161,11345058,11344609,897
2311,3482476,3,19566983,19567270,19567126,287
2312,3482477,1,23582322,23582373,23582347,51
2313,3482477,2,15403373,15403922,15403647,549
2314,3482477,3,16986181,16986245,16986213,64
2315,3482477,3,17551986,17554186,17553086,2200
2316,3482477,5,941832,942588,942210,756
2317,3482477,5,9055306,9056453,9055879,1147
2318,3482477,5,21913611,21913762,21913686,151
2319,3482478,1,9796679,9797952,9797315,1273
2320,3482478,1,13259193,13263623,13261408,4430
2321,3482478,1,29274583,29276254,29275418,1671
2322,3482478,2,92517,92757,92637,240
2323,3482478,2,2300011,2300148,2300079,137
2324,3482478,3,9065449,9065505,9065477,56
2325,3482478,4,1245071,1245087,1245079,16
2326,3482478,4,10127918,10128813,10128365,895
2327,3482478,5,892413,894221,893317,1808
2328,3482478,5,7911910,7912931,7912420,1021
2329,3482478,5,14950473,14950483,14950478,10
2330,3482479,1,19686983,19687534,19687258,551
2331,3482479,2,8319389,8319594,8319491,205
2332,3482479,2,18627968,18629758,18628863,1790
2333,3482479,4,504691,504928,504809,237
2334,3482479,5,8864413,8866401,8865407,1988
2335,3482479,5,20646139,20646522,20646330,383
2336,3482479,5,22190259,22190979,22190619,720
2337,3482480,1,5979099,5979374,5979236,275
2338,3482480,1,25301402,25301844,25301623,442
2339,3482480,1,25973335,25973460,25973397,125
2340,3482480,3,7643984,7644029,7644006,45
2341,3482480,4,117384,119508,118446,2124
2342,3482480,5,19286123,19286875,19286499,752
2343,3482480,5,23752153,23752412,23752282,259
2344,3482481,1,4044086,4044777,4044431,691
2345,3482481,1,7455656,7456193,7455924,537
2346,3482481,1,29646369,29650298,29648333,3929
2347,3482481,2,108976,110797,109886,1821
2348,3482481,2,12998576,12998958,12998767,382
2349,3482481,3,1928342,1928661,1928501,319
2350,3482481,3,4789938,4790495,4790216,557
2351,3482481,3,16990130,16990210,16990170,80
2352,3482481,4,671933,673698,672815,1765
2353,3482481,4,6257106,6257262,6257184,156
2354,3482481,4,12395354,12396504,12395929,1150
2355,3482481,5,8340801,8340978,8340889,177
2356,3482481,5,15996685,15996936,15996810,251
2357,3482481,5,17241988,17242034,17242011,46
2358,3482481,5,24357436,24357567,24357501,131
2359,3482482,1,2674334,2674356,2674345,22
2360,3482482,1,11111078,11111663,11111370,585
2361,3482482,3,8129396,8129407,8129401,11
2362,3482482,3,21700356,21702228,21701292,1872
2363,3482482,4,17024290,17025160,17024725,870
2364,3482482,5,25337139,25337432,25337285,293
2365,3482483,1,17008624,17008702,17008663,78
2366,3482483,1,24885832,24885854,24885843,22
2367,3482483,2,267924,268003,267963,79
2368,3482483,3,3622627,3622686,3622656,59
2369,3482483,3,11485112,11486832,11485972,1720
2370,3482483,3,20355473,20355826,20355649,353
2371,3482483,4,256116,256287,256201,171
2372,3482483,4,6742845,6742865,6742855,20
2373,3482483,5,18276844,18277632,18277238,788
2374,3482485,1,1539269,1539296,1539282,27
2375,3482485,1,10634104,10634179,10634141,75
2376,3482485,1,17373930,17374203,17374066,273
2377,3482485,2,7240836,7240904,7240870,68
2378,3482485,3,3683495,3685462,3684478,1967
2379,3482485,3,15888402,15888512,15888457,110
2380,3482485,4,8850941,8852836,8851888,1895
2381,3482485,5,7690905,7690967,7690936,62
2382,3482485,5,24816814,24816913,24816863,99
2383,3482486,1,10189185,10189877,10189531,692
2384,3482486,3,1193571,1193727,1193649,156
2385,3482486,3,4292915,4293286,4293100,371
2386,3482486,3,11351548,11351646,11351597,98
2387,3482486,3,18960323,18961493,18960908,1170
2388,3482486,4,10058777,10060637,10059707,1860
2389,3482486,4,13526883,13526921,13526902,38
2390,3482486,5,8131781,8134783,8133282,3002
2391,3482487,1,17229846,17230891,17230368,1045
2392,3482487,2,7088080,7088107,7088093,27
2393,3482487,2,17594313,17594343,17594328,30
2394,3482487,2,19336176,19336329,19336252,153
2395,3482487,3,4981772,4982018,4981895,246
2396,3482487,5,9621191,9622587,9621889,1396
2397,3482487,5,26291286,26291554,26291420,268
2398,3482491,1,8518020,8518264,8518142,244
2399,3482491,1,29766553,29766860,29766706,307
2400,3482491,2,5597101,5599659,5598380,2558
2401,3482491,2,19046378,19046878,19046628,500
2402,3482491,3,11775053,11775341,11775197,288
2403,3482491,3,15656893,15657365,15657129,472
2404,3482491,4,1407741,1408450,1408095,709
2405,3482491,4,10161110,10162487,10161798,1377
2406,3482491,4,17661569,17661623,17661596,54
2407,3482491,5,9432252,9434991,9433621,2739
2408,3482492,1,765612,765718,765665,106
2409,3482492,1,16447315,16447349,16447332,34
2410,3482492,1,29372412,29372559,29372485,147
2411,3482492,2,11618716,11619363,11619039,647
2412,3482492,2,18446054,18446211,18446132,157
2413,3482492,4,1201107,1201160,1201133,53
2414,3482492,4,16497314,16498013,16497663,699
2415,3482492,5,8780967,8781505,8781236,538
2416,3482492,5,17941826,17942654,17942240,828
2417,3482492,5,26901078,26901214,26901146,136
2418,3482493,1,6894281,6894317,6894299,36
2419,3482493,1,11415735,11415837,11415786,102
2420,3482493,1,19688034,19691145,19689589,3111
2421,3482493,2,7394015,7394084,7394049,69
2422,3482493,4,5151873,5152139,5152006,266
2423,3482493,5,1433738,1435137,1434437,1399
2424,3482493,5,7405390,7407810,7406600,2420
2425,3482493,5,25547695,25549012,25548353,1317
2426,3482494,1,24528864,24535811,24532337,6947
2427,3482494,2,6686957,6687770,6687363,813
2428,3482494,3,575511,575554,575532,43
2429,3482494,3,20379241,20380359,20379800,1118
2430,3482494,4,8529284,8531497,8530390,2213
2431,3482495,1,12593546,12593884,12593715,338
2432,3482495,1,29328620,29329862,29329241,1242
2433,3482495,4,739223,739367,739295,144
2434,3482495,5,16705,18695,17700,1990
2435,3482495,5,15760434,15760670,15760552,236
2436,3482495,5,19934064,19935885,19934974,1821
2437,3482496,1,558489,562860,560674,4371
2438,3482496,1,13276862,13277664,13277263,802
2439,3482496,2,10651647,10653318,10652482,1671
2440,3482496,2,15909246,15909465,15909355,219
2441,3482496,4,6869857,6869962,6869909,105
2442,3482496,4,12118898,12118940,12118919,42
2443,3482496,5,26513604,26513624,26513614,20
2444,3482497,1,11737974,11738765,11738369,791
2445,3482497,1,18240108,18240219,18240163,111
2446,3482497,1,21886371,21886882,21886626,511
2447,3482497,3,652429,653012,652720,583
2448,3482497,3,5755584,5756531,5756057,947
2449,3482497,3,22919154,22919972,22919563,818
2450,3482497,4,6098440,6098461,6098450,21
2451,3482497,4,7282662,7282733,7282697,71
2452,3482497,5,3455786,3455967,3455876,181
2453,3482498,1,5204629,5204684,5204656,55
2454,3482498,1,12581549,12581687,12581618,138
2455,3482498,1,18037548,18037609,18037578,61
2456,3482498,1,22996024,22996539,22996281,515
2457,3482498,2,16080312,16080407,16080359,95
2458,3482498,2,16492401,16495483,16493942,3082
2459,3482498,4,5371956,5371966,5371961,10
2460,3482498,4,16198540,16198815,16198677,275
2461,3482498,5,7311785,7312003,7311894,218
2462,3482499,1,4387324,4388565,4387944,1241
2463,3482499,1,10211457,10213494,10212475,2037
2464,3482499,1,16576051,16577766,16576908,1715
2465,3482499,2,2293721,2293784,2293752,63
2466,3482499,4,8450215,8450668,8450441,453
2467,3482499,5,361226,361701,361463,475
2468,3482500,1,6163340,6163701,6163520,361
2469,3482500,1,25562865,25563438,25563151,573
2470,3482500,2,18849338,18849412,18849375,74
2471,3482500,3,7222337,7222622,7222479,285
2472,3482500,3,11403278,11403280,11403279,2
2473,3482500,3,11867485,11867498,11867491,13
2474,3482500,3,23077647,23077803,23077725,156
2475,3482500,4,5457408,5457660,5457534,252
2476,3482500,4,8121550,8121868,8121709,318
2477,3482500,4,16168021,16168354,16168187,333
2478,3482500,5,10164432,10164720,10164576,288
2479,3482500,5,16584413,16585001,16584707,588
2480,3482500,5,22519901,22521936,22520918,2035
2481,3482501,1,18861478,18863001,18862239,1523
2482,3482501,2,323650,324509,324079,859
2483,3482501,4,177785,177937,177861,152
2484,3482501,4,6320626,6320627,6320626,1
2485,3482501,4,10393485,10394045,10393765,560
2486,3482501,5,5344927,5345341,5345134,414
2487,3482501,5,9305390,9307740,9306565,2350
2488,3482504,1,10866324,10867910,10867117,1586
2489,3482504,2,9375810,9376884,9376347,1074
2490,3482504,3,19533114,19534593,19533853,1479
2491,3482504,5,9155491,9156207,9155849,716
2492,3482504,5,19604617,19604653,19604635,36
2493,3482505,1,4044777,4045808,4045292,1031
2494,3482505,1,8107764,8109260,8108512,1496
2495,3482505,1,17211863,17212076,17211969,213
2496,3482505,2,2435962,2436149,2436055,187
2497,3482505,2,12896280,12899785,12898032,3505
2498,3482505,4,1602906,1603027,1602966,121
2499,3482505,4,17699900,17703787,17701843,3887
2500,3482505,5,21265014,21265086,21265050,72
2501,3482506,1,2761628,2762123,2761875,495
2502,3482506,1,22726651,22727742,22727196,1091
2503,3482506,2,1867715,1867994,1867854,279
2504,3482506,2,12813248,12813469,12813358,221
2505,3482506,3,9992367,9992403,9992385,36
2506,3482506,4,8032783,8033443,8033113,660
2507,3482506,4,17226296,17227430,17226863,1134
2508,3482506,5,4929002,4929488,4929245,486
2509,3482506,5,16166415,16167193,16166804,778
2510,3482506,5,26494221,26494900,26494560,679
2511,3482507,1,5237606,5237652,5237629,46
2512,3482507,3,5872714,5873364,5873039,650
2513,3482507,4,6014994,6015028,6015011,34
2514,3482507,5,9913960,9914013,9913986,53
2515,3482507,5,15216275,15221610,15218942,5335
2516,3482507,5,23046753,23046836,23046794,83
2517,3482508,2,449243,449367,449305,124
2518,3482508,3,2117645,2117758,2117701,113
2519,3482508,3,8040512,8040728,8040620,216
2520,3482508,3,11104380,11104496,11104438,116
2521,3482508,4,15018362,15019340,15018851,978
2522,3482508,5,184734,186442,185588,1708
2523,3482508,5,9878325,9879511,9878918,1186
2524,3482508,5,24731643,24732315,24731979,672
2525,3482509,1,10922311,10923908,10923109,1597
2526,3482509,2,273596,273849,273722,253
2527,3482509,2,2099643,2099712,2099677,69
2528,3482509,2,9541253,9541409,9541331,156
2529,3482509,2,16328729,16329376,16329052,647
2530,3482509,3,1382748,1383647,1383197,899
2531,3482509,3,2481828,2481875,2481851,47
2532,3482509,3,21061938,21062284,21062111,346
2533,3482509,4,1005819,1006168,1005993,349
2534,3482509,4,6512779,6512836,6512807,57
2535,3482509,5,6313973,6314430,6314201,457
2536,3482509,5,9874307,9874653,9874480,346
2537,3482509,5,25300697,25300953,25300825,256
2538,3482509,5,26695385,26697632,26696508,2247
2539,3482510,1,29442809,29443413,29443111,604
2540,3482510,2,5447293,5447402,5447347,109
2541,3482510,2,6699393,6700130,6699761,737
2542,3482510,4,9325335,9325452,9325393,117
2543,3482510,4,12332655,12332841,12332748,186
2544,3482510,5,9838430,9841842,9840136,3412
2545,3482511,1,1563875,1563967,1563921,92
2546,3482511,1,16444916,16444953,16444934,37
2547,3482511,1,26028129,26029101,26028615,972
2548,3482511,2,449367,449747,449557,380
2549,3482511,2,8918731,8918760,8918745,29
2550,3482511,2,17445044,17445226,17445135,182
2551,3482511,3,2554948,2555127,2555037,179
2552,3482511,3,22744128,22744605,22744366,477
2553,3482511,4,7849133,7849846,7849489,713
2554,3482511,5,9294907,9297487,9296197,2580
2555,3482512,1,12303211,12303361,12303286,150
2556,3482512,1,16134187,16134201,16134194,14
2557,3482512,1,30416898,30416933,30416915,35
2558,3482512,2,1381597,1382172,1381884,575
2559,3482512,3,22607727,22608088,22607907,361
2560,3482512,4,859104,859352,859228,248
2561,3482512,4,9740853,9741507,9741180,654
2562,3482512,4,11882027,11882624,11882325,597
2563,3482512,4,16287136,16287313,16287224,177
2564,3482512,5,9222021,9225785,9223903,3764
2565,3482513,1,2139569,2141179,2140374,1610
2566,3482513,1,11444922,11446481,11445701,1559
2567,3482513,1,29010173,29010208,29010190,35
2568,3482513,2,356120,356583,356351,463
2569,3482513,2,11754254,11755311,11754782,1057
2570,3482513,3,10311238,10312002,10311620,764
2571,3482513,3,16127723,16127766,16127744,43
2572,3482513,3,22221131,22222879,22222005,1748
2573,3482513,4,12411079,12411149,12411114,70
2574,3482513,5,16106561,16106719,16106640,158
2575,3482514,1,8376090,8376148,8376119,58
2576,3482514,1,18754996,18755003,18754999,7
2577,3482514,2,2898790,2899114,2898952,324
2578,3482514,2,18099510,18099963,18099736,453
2579,3482514,3,1540770,1540853,1540811,83
2580,3482514,4,6323619,6323646,6323632,27
2581,3482514,4,8970740,8971991,8971365,1251
2582,3482514,4,18200321,18204044,18202182,3723
2583,3482514,5,732968,733228,733098,260
2584,3482514,5,20691049,20691134,20691091,85
2585,3482514,5,21585702,21586561,21586131,859
2586,3482515,1,26242706,26242887,26242796,181
2587,3482515,2,7981060,7983102,7982081,2042
2588,3482515,2,11757499,11757550,11757524,51
2589,3482515,4,948966,952198,950582,3232
2590,3482515,5,9115479,9115867,9115673,388
2591,3482515,5,17570682,17570688,17570685,6
2592,3482516,1,17252428,17252626,17252527,198
2593,3482516,2,5645240,5645525,5645382,285
2594,3482516,2,8732438,8732542,8732490,104
2595,3482516,2,16829907,16830112,16830009,205
2596,3482516,3,4484021,4485333,4484677,1312
2597,3482516,5,9170586,9170588,9170587,2
2598,3482516,5,26265591,26266032,26265811,441
2599,3482517,2,2471239,2471343,2471291,104
2600,3482517,2,8622381,8622522,8622451,141
2601,3482517,2,18564875,18566794,18565834,1919
2602,3482517,3,16782311,16783730,16783020,1419
2603,3482517,3,19437858,19440122,19438990,2264
2604,3482517,4,7295416,7296913,7296164,1497
2605,3482517,4,11999955,12000067,12000011,112
2606,3482517,5,23299305,23299350,23299327,45
2607,3482518,1,8446242,8446449,8446345,207
2608,3482518,1,17226304,17228137,17227220,1833
2609,3482518,1,25645252,25645941,25645596,689
2610,3482518,5,14641503,14644953,14643228,3450
2611,3482519,1,10171405,10173151,10172278,1746
2612,3482519,1,24849673,24849922,24849797,249
2613,3482519,1,25746001,25746068,25746034,67
2614,3482519,2,12930433,12931276,12930854,843
2615,3482519,3,3460895,3460925,3460910,30
2616,3482519,5,6159593,6162486,6161039,2893
2617,3482520,1,6319553,6319598,6319575,45
2618,3482520,1,11214679,11215185,11214932,506
2619,3482520,1,24625631,24627678,24626654,2047
2620,3482520,2,6964737,6964858,6964797,121
2621,3482520,3,4601474,4603486,4602480,2012
2622,3482520,3,8175692,8176036,8175864,344
2623,3482520,4,5338752,5341604,5340178,2852
2624,3482520,4,9030374,9030549,9030461,175
2625,3482520,5,9276520,9276763,9276641,243
2626,3482520,5,19219058,19219402,19219230,344
2627,3482521,1,8486289,8486579,8486434,290
2628,3482521,1,23393775,23394692,23394233,917
2629,3482521,1,26912028,26912041,26912034,13
2630,3482521,2,548128,548269,548198,141
2631,3482521,2,18837230,18837301,18837265,71
2632,3482521,4,6640827,6640896,6640861,69
2633,3482521,5,13661946,13662424,13662185,478
2634,3482521,5,22177888,22177931,22177909,43
2635,3482522,1,6882947,6883276,6883111,329
2636,3482522,1,20894171,20894337,20894254,166
2637,3482522,1,21937321,21937370,21937345,49
2638,3482522,3,1584447,1584736,1584591,289
2639,3482522,3,6102292,6103230,6102761,938
2640,3482522,5,6725466,6728402,6726934,2936
2641,3482522,5,21400314,21401116,21400715,802
2642,3482523,1,8445388,8445588,8445488,200
2643,3482523,1,22707424,22708496,22707960,1072
2644,3482523,2,6813344,6814619,6813981,1275
2645,3482523,2,11564017,11565124,11564570,1107
2646,3482523,2,16158095,16158572,16158333,477
2647,3482523,5,9852257,9852480,9852368,223
2648,3482523,5,14983333,14984200,14983766,867
2649,3482523,5,20025704,20027366,20026535,1662
2650,3482524,1,9710630,9711282,9710956,652
2651,3482524,1,23047062,23047650,23047356,588
2652,3482524,2,6620062,6620218,6620140,156
2653,3482524,3,22461740,22461810,22461775,70
2654,3482524,4,868157,868337,868247,180
2655,3482524,4,13717664,13718341,13718002,677
2656,3482524,4,17445023,17445373,17445198,350
2657,3482524,5,24962857,24963310,24963083,453
2658,3482525,1,17530623,27673202,22601912,10142579
2659,3482525,2,6018173,6018933,6018553,760
2660,3482525,2,8668820,8668909,8668864,89
2661,3482525,3,1440156,1440427,1440291,271
2662,3482525,4,7341595,7341780,7341687,185
